Performing system checks...

System check identified no issues (0 silenced).
June 10, 2015 - 17:33:43
Django version 1.8.2, using settings 'BGPInspector.settings'
Starting development server at http://127.0.0.1:8000/
Quit the server with CONTROL-C.
         258486 function calls (251489 primitive calls) in 355.578 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 checks.py:251(_check_filter_item)
        2    0.000    0.000    0.000    0.000 checks.py:266(_check_radio_fields)
        2    0.000    0.000    0.000    0.000 checks.py:275(<listcomp>)
        2    0.000    0.000    0.000    0.000 checks.py:322(_check_view_on_site_url)
        2    0.000    0.000    0.000    0.000 checks.py:338(_check_prepopulated_fields)
        2    0.000    0.000    0.000    0.000 checks.py:348(<listcomp>)
        2    0.000    0.000    0.000    0.000 checks.py:409(_check_ordering)
        2    0.000    0.000    0.000    0.000 checks.py:41(_check_raw_id_fields)
        2    0.000    0.000    0.000    0.000 checks.py:419(<listcomp>)
        2    0.000    0.000    0.000    0.000 checks.py:423(_check_ordering_item)
        2    0.000    0.000    0.000    0.000 checks.py:454(_check_readonly_fields)
        2    0.000    0.000    0.000    0.000 checks.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 checks.py:492(ModelAdminChecks)
        2    0.000    0.000    0.000    0.000 checks.py:494(check)
        2    0.000    0.000    0.000    0.000 checks.py:510(_check_save_as)
        2    0.000    0.000    0.000    0.000 checks.py:519(_check_save_on_top)
        2    0.000    0.000    0.000    0.000 checks.py:528(_check_inlines)
        2    0.000    0.000    0.000    0.000 checks.py:535(<listcomp>)
        2    0.000    0.000    0.000    0.000 checks.py:569(_check_list_display)
        2    0.000    0.000    0.000    0.000 checks.py:577(<listcomp>)
        6    0.000    0.000    0.000    0.000 checks.py:581(_check_list_display_item)
        2    0.000    0.000    0.000    0.000 checks.py:639(_check_list_display_links)
        2    0.000    0.000    0.000    0.000 checks.py:649(<listcomp>)
        2    0.000    0.000    0.000    0.000 checks.py:668(_check_list_filter)
        2    0.000    0.000    0.000    0.000 checks.py:673(<listcomp>)
        4    0.000    0.000    0.000    0.000 checks.py:677(_check_list_filter_item)
        2    0.000    0.000    0.000    0.000 checks.py:70(_check_fields)
        2    0.000    0.000    0.000    0.000 checks.py:732(_check_list_select_related)
        2    0.000    0.000    0.000    0.000 checks.py:741(_check_list_per_page)
        2    0.000    0.000    0.000    0.000 checks.py:749(_check_list_max_show_all)
        2    0.000    0.000    0.000    0.000 checks.py:757(_check_list_editable)
        2    0.000    0.000    0.000    0.000 checks.py:765(<listcomp>)
        2    0.000    0.000    0.000    0.000 checks.py:826(_check_search_fields)
        2    0.000    0.000    0.000    0.000 checks.py:834(_check_date_hierarchy)
        1    0.000    0.000    0.000    0.000 checks.py:854(InlineModelAdminChecks)
        2    0.000    0.000    0.000    0.000 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1(BaseDatabaseClient)
        1    0.000    0.000    0.000    0.000 client.py:10(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1165(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1216(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1221(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1224(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1227(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1232(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1235(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1238(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1252(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1255(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1258(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1261(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1264(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1271(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:219(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:273(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:6(DatabaseClient)
        1    0.000    0.000    0.005    0.005 client.py:67(<module>)
        1    0.000    0.000    0.000    0.000 client.py:719(HTTPConnection)
        1    0.000    0.000    0.000    0.000 codecs.py:251(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:300(__init__)
        4    0.000    0.000    0.000    0.000 codecs.py:310(decode)
        4    0.000    0.000    0.000    0.000 codecs.py:322(getstate)
        1    0.000    0.000    0.000    0.000 color.py:11(supports_color)
        1    0.000    0.000    0.000    0.000 color.py:26(make_style)
        1    0.000    0.000    0.000    0.000 color.py:3(<module>)
        1    0.000    0.000    0.000    0.000 color.py:32(Style)
        1    0.000    0.000    0.000    0.000 color.py:57(no_style)
        1    0.000    0.000    0.000    0.000 color.py:65(color_style)
        1    0.000    0.000    0.034    0.034 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:11(AppConfig)
        7    0.000    0.000    0.000    0.000 config.py:16(__init__)
        1    0.000    0.000    0.000    0.000 config.py:163(_handle_existing_loggers)
        7    0.000    0.000    0.027    0.004 config.py:189(import_models)
        4    0.000    0.000    0.000    0.000 config.py:200(ready)
        1    0.000    0.000    0.010    0.010 config.py:25(<module>)
        1    0.000    0.000    0.000    0.000 config.py:280(ConvertingMixin)
       64    0.000    0.000    0.000    0.000 config.py:283(convert_with_key)
        1    0.000    0.000    0.000    0.000 config.py:313(ConvertingDict)
       22    0.000    0.000    0.000    0.000 config.py:316(__getitem__)
       21    0.000    0.000    0.000    0.000 config.py:320(get)
       21    0.000    0.000    0.000    0.000 config.py:324(pop)
        1    0.000    0.000    0.000    0.000 config.py:328(ConvertingList)
        1    0.000    0.000    0.000    0.000 config.py:338(ConvertingTuple)
        1    0.000    0.000    0.001    0.001 config.py:345(BaseConfigurator)
        1    0.000    0.000    0.000    0.000 config.py:365(__init__)
        5    0.000    0.000    0.000    0.000 config.py:369(resolve)
       64    0.000    0.000    0.000    0.000 config.py:430(convert)
        2    0.000    0.000    0.000    0.000 config.py:458(configure_custom)
        2    0.000    0.000    0.000    0.000 config.py:465(<listcomp>)
        1    0.000    0.000    0.000    0.000 config.py:478(DictConfigurator)
        1    0.000    0.000    0.001    0.001 config.py:484(configure)
        7    0.000    0.000    0.000    0.000 config.py:54(_path_from_module)
        2    0.000    0.000    0.000    0.000 config.py:666(configure_filter)
        2    0.000    0.000    0.000    0.000 config.py:675(add_filters)
        3    0.000    0.000    0.000    0.000 config.py:683(configure_handler)
        3    0.000    0.000    0.000    0.000 config.py:723(<listcomp>)
        4    0.000    0.000    0.000    0.000 config.py:746(add_handlers)
        4    0.000    0.000    0.000    0.000 config.py:754(common_logger_config)
        7    0.000    0.000    0.020    0.003 config.py:77(create)
        4    0.000    0.000    0.000    0.000 config.py:772(configure_logger)
        1    0.000    0.000    0.001    0.001 config.py:787(dictConfig)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        2    0.000    0.000    0.000    0.000 constants.py:3(<module>)
        1    0.000    0.000    0.000    0.000 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:123(Context)
        1    0.000    0.000    0.000    0.000 context.py:13(ContextPopException)
        1    0.000    0.000    0.000    0.000 context.py:170(RenderContext)
        1    0.000    0.000    0.000    0.000 context.py:18(ContextDict)
        1    0.000    0.000    0.000    0.000 context.py:199(RequestContext)
        1    0.000    0.000    0.000    0.000 context.py:32(BaseContext)
        3    0.000    0.000    0.000    0.000 contextlib.py:26(__call__)
        4    0.000    0.000    0.000    0.000 contextlib.py:96(contextmanager)
        1    0.000    0.000    0.007    0.007 cookie.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookie.py:31(SimpleCookie)
        1    0.000    0.000    0.005    0.005 cookies.py:127(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:144(CookieError)
        1    0.000    0.000    0.000    0.000 cookies.py:225(_quote)
        2    0.000    0.000    0.000    0.000 cookies.py:232(<genexpr>)
        2    0.000    0.000    0.000    0.000 cookies.py:235(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookies.py:241(_unquote)
        1    0.000    0.000    0.000    0.000 cookies.py:305(Morsel)
        1    0.000    0.000    0.000    0.000 cookies.py:340(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:357(set)
        8    0.000    0.000    0.000    0.000 cookies.py:362(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookies.py:455(BaseCookie)
        2    0.000    0.000    0.000    0.000 cookies.py:476(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:480(__set)
        1    0.000    0.000    0.000    0.000 cookies.py:516(load)
        1    0.000    0.000    0.000    0.000 cookies.py:530(__parse_string)
        1    0.000    0.000    0.000    0.000 cookies.py:565(SimpleCookie)
        1    0.000    0.000    0.000    0.000 cookies.py:572(value_decode)
        1    0.000    0.000    0.000    0.000 cookies.py:575(value_encode)
        9    0.000    0.000    0.000    0.000 copy.py:125(_copy_with_constructor)
       17    0.000    0.000    0.000    0.000 copy.py:137(deepcopy)
       17    0.000    0.000    0.000    0.000 copy.py:256(_keep_alive)
       10    0.000    0.000    0.000    0.000 copy.py:272(_reconstruct)
       36    0.000    0.000    0.001    0.000 copy.py:67(copy)
       10    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        3    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        2    0.000    0.000    0.000    0.000 creation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 creation.py:21(BaseDatabaseCreation)
        1    0.000    0.000    0.000    0.000 creation.py:28(__init__)
        1    0.000    0.000    0.000    0.000 creation.py:9(DatabaseCreation)
        1    0.000    0.000    0.000    0.000 crypto.py:3(<module>)
        2    0.000    0.000    0.000    0.000 csrf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csrf.py:15(_EnsureCsrfToken)
        1    0.000    0.000    0.000    0.000 csrf.py:31(_EnsureCsrfCookie)
        1    0.000    0.000    0.001    0.001 csrf.py:6(<module>)
        1    0.000    0.000    0.000    0.000 csrf.py:76(CsrfViewMiddleware)
        1    0.000    0.000    0.000    0.000 datastructures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:12(MultiJoin)
        1    0.000    0.000    0.000    0.000 datastructures.py:121(BaseTable)
        1    0.000    0.000    0.000    0.000 datastructures.py:124(SortedDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:24(Empty)
        1    0.000    0.000    0.000    0.000 datastructures.py:247(OrderedSet)
        1    0.000    0.000    0.000    0.000 datastructures.py:28(Join)
        1    0.000    0.000    0.000    0.000 datastructures.py:281(MultiValueDictKeyError)
        1    0.000    0.000    0.000    0.000 datastructures.py:285(MultiValueDict)
        1    0.000    0.000    0.001    0.001 datastructures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:473(ImmutableList)
       17    0.000    0.000    0.000    0.000 datastructures.py:486(__new__)
        1    0.000    0.000    0.000    0.000 datastructures.py:518(DictWrapper)
        1    0.000    0.000    0.000    0.000 datastructures.py:8(EmptyResultSet)
        1    0.000    0.000    0.000    0.000 datastructures.py:9(MergeDict)
        1    0.000    0.000    0.003    0.003 dateformat.py:12(<module>)
        1    0.000    0.000    0.000    0.000 dateformat.py:199(DateFormat)
        1    0.000    0.000    0.000    0.000 dateformat.py:32(Formatter)
        1    0.000    0.000    0.000    0.000 dateformat.py:43(TimeFormat)
        1    0.000    0.000    0.004    0.004 dateparse.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dates.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1002(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1290(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1300(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1808(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1832(_create)
        5    0.000    0.000    0.000    0.000 datetime.py:252(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:263(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:275(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:283(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:302(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:485(__neg__)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:616(date)
        5    0.000    0.000    0.000    0.000 datetime.py:646(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:909(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:978(time)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:10(<module>)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:17(date)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:22(datetime)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:36(time)
        1    0.000    0.000    0.001    0.001 db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 db.py:10(SessionStore)
        1    0.000    0.000    0.001    0.001 dbapi2.py:23(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:54(register_adapters_and_converters)
        2    0.000    0.000    0.150    0.075 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:112(ExceptionReporterFilter)
        1    0.000    0.000    0.000    0.000 debug.py:134(SafeExceptionReporterFilter)
        1    0.000    0.000    0.000    0.000 debug.py:248(ExceptionReporter)
        1    0.000    0.000    0.000    0.000 debug.py:40(CallableSettingWrapper)
        1    0.000    0.000    0.000    0.000 debug.py:41(sensitive_post_parameters)
        2    0.000    0.000    0.000    0.000 debug.py:64(decorator)
        1    0.000    0.000    0.012    0.012 decimal.py:113(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:180(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:203(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:215(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:244(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:254(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:270(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:281(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:292(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:304(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:318(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:330(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:341(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:379(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3852(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3867(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3886(__init__)
       38    0.000    0.000    0.000    0.000 decimal.py:3911(<genexpr>)
       30    0.000    0.000    0.000    0.000 decimal.py:3918(<genexpr>)
       15    0.000    0.000    0.000    0.000 decimal.py:3922(_set_integer_check)
        6    0.000    0.000    0.000    0.000 decimal.py:3936(_set_signal_dict)
        1    0.000    0.000    0.000    0.000 decimal.py:394(FloatOperation)
       27    0.000    0.000    0.000    0.000 decimal.py:3947(__setattr__)
        1    0.000    0.000    0.000    0.000 decimal.py:547(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:556(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5592(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5830(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5834(__init__)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:257(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:287(__init__)
        9    0.000    0.000    0.000    0.000 deconstruct.py:18(decorator)
    53/29    0.000    0.000    0.000    0.000 deconstruct.py:19(__new__)
        1    0.000    0.000    0.000    0.000 deconstruct.py:2(<module>)
        9    0.000    0.000    0.000    0.000 deconstruct.py:9(deconstructible)
        2    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:13(classonlymethod)
        3    0.000    0.000    0.000    0.000 decorators.py:20(method_decorator)
        6    0.000    0.000    0.000    0.000 decorators.py:26(_dec)
        3    0.000    0.000    0.000    0.000 decorators.py:73(decorator_from_middleware)
       10    0.000    0.000    0.000    0.000 decorators.py:82(available_attrs)
        3    0.000    0.000    0.000    0.000 decorators.py:94(make_middleware_decorator)
        3    0.000    0.000    0.000    0.000 decorators.py:95(_make_decorator)
        4    0.000    0.000    0.000    0.000 decorators.py:98(_decorator)
        1    0.000    0.000    0.002    0.002 defaultfilters.py:1(<module>)
       30    0.000    0.000    0.000    0.000 defaultfilters.py:36(stringfilter)
        1    0.000    0.000    0.004    0.004 defaulttags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defaulttags.py:101(FilterNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:112(FirstOfNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:124(ForNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:235(IfChangedNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:281(IfEqualNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:300(IfNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:32(AutoEscapeControlNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:334(LoremNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:352(RegroupNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:387(SsiNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:417(LoadNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:422(NowNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:438(SpacelessNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:447(TemplateTagNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:465(URLNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:48(CommentNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:519(VerbatimNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:527(WidthRatioNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:53(CsrfTokenNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:560(WithNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:73(CycleNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:92(DebugNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:928(TemplateLiteral)
        1    0.000    0.000    0.000    0.000 defaulttags.py:940(TemplateIfParser)
        1    0.000    0.000    0.002    0.002 deletion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deletion.py:10(ProtectedError)
        1    0.000    0.000    0.000    0.000 deletion.py:72(Collector)
        1    0.000    0.000    0.008    0.008 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:16(warn_about_renamed_method)
      121    0.000    0.000    0.000    0.000 deprecation.py:17(__init__)
       10    0.000    0.000    0.000    0.000 deprecation.py:23(__call__)
        1    0.000    0.000    0.000    0.000 deprecation.py:33(RenameMethodsBase)
       33    0.001    0.000    0.002    0.000 deprecation.py:47(__new__)
        1    0.000    0.000    0.000    0.000 deprecation.py:5(RemovedInDjango20Warning)
        1    0.000    0.000    0.000    0.000 deprecation.py:9(RemovedInDjango19Warning)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:159(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:401(Bytecode)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1(<module>)
       44    0.000    0.000    0.000    0.000 dispatcher.py:13(_make_id)
       10    0.000    0.000    0.001    0.000 dispatcher.py:178(send)
        1    0.000    0.000    0.000    0.000 dispatcher.py:23(Signal)
       27    0.000    0.000    0.000    0.000 dispatcher.py:246(_clear_dead_receivers)
       10    0.000    0.000    0.000    0.000 dispatcher.py:257(_live_receivers)
        2    0.000    0.000    0.000    0.000 dispatcher.py:306(receiver)
       20    0.000    0.000    0.000    0.000 dispatcher.py:32(__init__)
        2    0.000    0.000    0.000    0.000 dispatcher.py:320(_decorator)
       17    0.000    0.000    0.002    0.000 dispatcher.py:53(connect)
        1    0.000    0.000    0.000    0.000 django.py:14(DjangoTemplates)
        1    0.000    0.000    0.000    0.000 django.py:2(<module>)
        1    0.000    0.000    0.000    0.000 django.py:33(Template)
        1    0.000    0.000    0.000    0.000 django_1_7_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 duration.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:67(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:98(__init__)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:17(DjangoUnicodeDecodeError)
        1    0.000    0.000    0.025    0.025 encoding.py:2(<module>)
       31    0.000    0.000    0.000    0.000 encoding.py:28(python_2_unicode_compatible)
        1    0.000    0.000    0.000    0.000 encoding.py:282(get_system_encoding)
        9    0.000    0.000    0.000    0.000 encoding.py:72(force_text)
        1    0.000    0.000    0.011    0.011 engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engine.py:17(Engine)
        1    0.000    0.000    0.000    0.000 engine.py:19(__init__)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:132(<genexpr>)
       64    0.000    0.000    0.000    0.000 enum.py:16(_is_dunder)
        2    0.000    0.000    0.002    0.001 enum.py:196(__call__)
       57    0.000    0.000    0.000    0.000 enum.py:24(_is_sunder)
        7    0.000    0.000    0.000    0.000 enum.py:241(__getattr__)
        2    0.000    0.000    0.000    0.000 enum.py:266(__members__)
       32    0.000    0.000    0.000    0.000 enum.py:282(__setattr__)
        2    0.000    0.000    0.002    0.001 enum.py:295(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:32(_make_class_unpicklable)
        5    0.000    0.000    0.000    0.000 enum.py:342(_get_mixins_)
        5    0.000    0.000    0.000    0.000 enum.py:387(_find_new_)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        1    0.000    0.000    0.000    0.000 enum.py:434(Enum)
        5    0.000    0.000    0.000    0.000 enum.py:47(__init__)
      454    0.000    0.000    0.000    0.000 enum.py:504(value)
       57    0.000    0.000    0.000    0.000 enum.py:51(__setitem__)
        1    0.000    0.000    0.000    0.000 enum.py:510(IntEnum)
       41    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        5    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        5    0.001    0.000    0.002    0.000 enum.py:88(__new__)
        5    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 error.py:23(URLError)
        1    0.000    0.000    0.000    0.000 error.py:38(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(DjangoRuntimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(AppRegistryNotReady)
        1    0.000    0.000    0.000    0.000 exceptions.py:22(ObjectDoesNotExist)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(MultipleObjectsReturned)
        1    0.000    0.000    0.026    0.026 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(SuspiciousOperation)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(SuspiciousMultipartForm)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(DisallowedModelAdminLookup)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(InvalidSessionKey)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(SuspiciousFileOperation)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(DisallowedHost)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(DisallowedRedirect)
        1    0.000    0.000    0.000    0.000 exceptions.py:56(PermissionDenied)
        1    0.000    0.000    0.000    0.000 exceptions.py:61(ViewDoesNotExist)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(MiddlewareNotUsed)
        1    0.000    0.000    0.000    0.000 exceptions.py:71(ImproperlyConfigured)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(FieldError)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(FieldDoesNotExist)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(ValidationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(DisallowedModelAdminToField)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(SuspiciousSession)
        1    0.000    0.000    0.002    0.002 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executor.py:11(MigrationExecutor)
        1    0.000    0.000    0.087    0.087 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:121(BaseExpression)
        1    0.000    0.000    0.000    0.000 expressions.py:14(Combinable)
        1    0.000    0.000    0.000    0.000 expressions.py:343(Expression)
        1    0.000    0.000    0.000    0.000 expressions.py:350(CombinedExpression)
