Performing system checks...

System check identified no issues (0 silenced).
June 10, 2015 - 17:33:43
Django version 1.8.2, using settings 'BGPInspector.settings'
Starting development server at http://127.0.0.1:8000/
Quit the server with CONTROL-C.
         258486 function calls (251489 primitive calls) in 355.578 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 handlers.py:472(SocketHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:484(CGIHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:514(IISCGIHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:636(DatagramHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:678(SysLogHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:9(StaticFilesHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:910(SMTPHandler)
        1    0.000    0.000    0.001    0.001 handlers.py:94(BaseHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:988(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 hashers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashers.py:159(BasePasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:220(PBKDF2PasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:262(PBKDF2SHA1PasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:273(BCryptSHA256PasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:341(BCryptPasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:360(SHA1PasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:388(MD5PasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:416(UnsaltedSHA1PasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:448(UnsaltedMD5PasswordHasher)
        1    0.000    0.000    0.000    0.000 hashers.py:481(CryptPasswordHasher)
        1    0.000    0.000    0.002    0.002 hashlib.py:53(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:416(_ValueFormatter)
        1    0.000    0.000    0.001    0.001 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:544(_Accumulator)
        1    0.000    0.000    0.000    0.000 headers.py:28(Headers)
        1    0.000    0.000    0.000    0.000 headers.py:6(<module>)
        1    0.000    0.000    0.004    0.004 helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:119(AdminField)
        1    0.000    0.000    0.000    0.000 helpers.py:145(AdminReadonlyField)
        1    0.000    0.000    0.000    0.000 helpers.py:213(InlineAdminFormSet)
        1    0.000    0.000    0.000    0.000 helpers.py:269(InlineAdminForm)
        1    0.000    0.000    0.000    0.000 helpers.py:27(ActionForm)
        1    0.000    0.000    0.000    0.000 helpers.py:333(InlineFieldset)
        1    0.000    0.000    0.000    0.000 helpers.py:347(AdminErrorList)
        1    0.000    0.000    0.000    0.000 helpers.py:35(AdminForm)
        1    0.000    0.000    0.000    0.000 helpers.py:64(Fieldset)
        1    0.000    0.000    0.000    0.000 helpers.py:89(Fieldline)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.015    0.015 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:137(MLStripper)
        9    0.000    0.000    0.000    0.000 html.py:373(html_safe)
        7    0.000    0.000    0.000    0.000 html.py:39(<genexpr>)
       33    0.000    0.000    0.000    0.000 html.py:72(<genexpr>)
        1    0.000    0.000    0.008    0.008 html_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html_parser.py:22(HTMLParser)
        1    0.000    0.000    0.002    0.002 http.py:1(<module>)
        1    0.000    0.000    0.000    0.000 images.py:11(ImageFile)
        1    0.000    0.000    0.000    0.000 images.py:5(<module>)
      129    0.000    0.000    0.000    0.000 inspect.py:163(isfunction)
    23/16    0.000    0.000    0.001    0.000 inspect.py:1863(_signature_internal)
        1    0.000    0.000    0.000    0.000 inspect.py:2022(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2026(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2030(_ParameterKind)
        5    0.000    0.000    0.000    0.000 inspect.py:2031(__new__)
        1    0.000    0.000    0.000    0.000 inspect.py:2050(Parameter)
       44    0.000    0.000    0.000    0.000 inspect.py:2082(__init__)
       88    0.000    0.000    0.000    0.000 inspect.py:2110(name)
       38    0.000    0.000    0.000    0.000 inspect.py:2114(default)
       44    0.000    0.000    0.000    0.000 inspect.py:2118(annotation)
       44    0.000    0.000    0.000    0.000 inspect.py:2122(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2193(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2286(Signature)
       16    0.000    0.000    0.001    0.000 inspect.py:2316(__init__)
       60    0.000    0.000    0.000    0.000 inspect.py:2365(<genexpr>)
       16    0.000    0.000    0.001    0.000 inspect.py:2371(from_function)
       16    0.000    0.000    0.000    0.000 inspect.py:2456(parameters)
       16    0.000    0.000    0.000    0.000 inspect.py:2460(return_annotation)
        1    0.000    0.000    0.000    0.000 inspect.py:264(getmembers)
        1    0.000    0.000    0.007    0.007 inspect.py:27(<module>)
       71    0.000    0.000    0.000    0.000 inspect.py:305(<lambda>)
       34    0.000    0.000    0.000    0.000 inspect.py:426(getmro)
       88    0.000    0.000    0.001    0.000 inspect.py:555(getmodulename)
       88    0.000    0.000    0.000    0.000 inspect.py:559(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:759(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:761(BlockFinder)
      175    0.000    0.000    0.000    0.000 inspect.py:77(isclass)
       16    0.000    0.000    0.002    0.000 inspect.py:913(getargspec)
       16    0.000    0.000    0.002    0.000 inspect.py:937(getfullargspec)
        2    0.000    0.000    0.003    0.002 introspection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 introspection.py:13(BaseDatabaseIntrospection)
        1    0.000    0.000    0.000    0.000 introspection.py:19(FlexibleFieldLookupDict)
        1    0.000    0.000    0.000    0.000 introspection.py:19(__init__)
        1    0.000    0.000    0.000    0.000 introspection.py:54(DatabaseIntrospection)
        1    0.000    0.000    0.000    0.000 ipv6.py:4(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 itercompat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 json.py:21(Serializer)
        1    0.000    0.000    0.000    0.000 json.py:3(<module>)
        1    0.000    0.000    0.000    0.000 json.py:87(DjangoJSONEncoder)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        2    0.000    0.000    0.003    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:14(LoaderOrigin)
        1    0.000    0.000    0.000    0.000 loader.py:147(BaseLoader)
        1    0.000    0.000    0.000    0.000 loader.py:16(MigrationLoader)
        1    0.000    0.000    0.000    0.000 loader.py:329(BadMigrationError)
        1    0.000    0.000    0.000    0.000 loader.py:336(AmbiguityError)
        1    0.000    0.000    0.000    0.000 loader_tags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader_tags.py:138(IncludeNode)
        1    0.000    0.000    0.000    0.000 loader_tags.py:15(ExtendsError)
        1    0.000    0.000    0.000    0.000 loader_tags.py:19(BlockContext)
        1    0.000    0.000    0.000    0.000 loader_tags.py:44(BlockNode)
        1    0.000    0.000    0.000    0.000 loader_tags.py:83(ExtendsNode)
        1    0.000    0.000    0.000    0.000 locale.py:339(_replace_encoding)
       19    0.000    0.000    0.000    0.000 locale.py:373(normalize)
        1    0.000    0.000    0.000    0.000 locale.py:456(_parse_localename)
        1    0.000    0.000    0.000    0.000 locale.py:506(getdefaultlocale)
        1    0.000    0.000    0.000    0.000 locks.py:18(<module>)
        1    0.000    0.000    0.178    0.178 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:147(CallbackFilter)
        1    0.000    0.000    0.000    0.000 log.py:163(RequireDebugFalse)
        1    0.000    0.000    0.000    0.000 log.py:168(RequireDebugTrue)
        1    0.000    0.000    0.001    0.001 log.py:70(configure_logging)
        1    0.000    0.000    0.000    0.000 log.py:89(AdminEmailHandler)
        1    0.000    0.000    0.000    0.000 log.py:96(__init__)
        1    0.000    0.000    0.003    0.003 lookups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lookups.py:12(RegisterLookupMixin)
        1    0.000    0.000    0.000    0.000 lookups.py:193(BuiltinLookup)
        1    0.000    0.000    0.000    0.000 lookups.py:218(Exact)
        1    0.000    0.000    0.000    0.000 lookups.py:223(IExact)
        1    0.000    0.000    0.000    0.000 lookups.py:236(GreaterThan)
        1    0.000    0.000    0.000    0.000 lookups.py:241(GreaterThanOrEqual)
        1    0.000    0.000    0.000    0.000 lookups.py:246(LessThan)
        1    0.000    0.000    0.000    0.000 lookups.py:251(LessThanOrEqual)
        1    0.000    0.000    0.000    0.000 lookups.py:256(In)
        1    0.000    0.000    0.000    0.000 lookups.py:306(PatternLookup)
        1    0.000    0.000    0.000    0.000 lookups.py:326(Contains)
        1    0.000    0.000    0.000    0.000 lookups.py:339(IContains)
        1    0.000    0.000    0.000    0.000 lookups.py:346(StartsWith)
        1    0.000    0.000    0.000    0.000 lookups.py:359(IStartsWith)
        1    0.000    0.000    0.000    0.000 lookups.py:372(EndsWith)
        1    0.000    0.000    0.000    0.000 lookups.py:385(IEndsWith)
        1    0.000    0.000    0.000    0.000 lookups.py:398(Between)
        1    0.000    0.000    0.000    0.000 lookups.py:403(Year)
        1    0.000    0.000    0.000    0.000 lookups.py:408(Range)
        1    0.000    0.000    0.000    0.000 lookups.py:425(DateLookup)
        1    0.000    0.000    0.000    0.000 lookups.py:440(Month)
        1    0.000    0.000    0.000    0.000 lookups.py:446(Day)
        1    0.000    0.000    0.000    0.000 lookups.py:452(WeekDay)
        1    0.000    0.000    0.000    0.000 lookups.py:458(Hour)
        1    0.000    0.000    0.000    0.000 lookups.py:464(Minute)
        1    0.000    0.000    0.000    0.000 lookups.py:470(Second)
        1    0.000    0.000    0.000    0.000 lookups.py:476(IsNull)
        1    0.000    0.000    0.000    0.000 lookups.py:488(Search)
        1    0.000    0.000    0.000    0.000 lookups.py:500(Regex)
        1    0.000    0.000    0.000    0.000 lookups.py:514(IRegex)
        1    0.000    0.000    0.000    0.000 lookups.py:60(Transform)
        1    0.000    0.000    0.000    0.000 lookups.py:91(Lookup)
        1    0.000    0.000    0.000    0.000 lorem_ipsum.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lru_cache.py:1(<module>)
       88    0.000    0.000    0.000    0.000 machinery.py:19(all_suffixes)
        1    0.000    0.000  355.578  355.578 manage.py:2(<module>) --------------------------------------------------------
        1    0.000    0.000    0.000    0.000 management.py:1(<module>)
        1    0.000    0.000    0.001    0.001 manager.py:1(<module>)
       10    0.000    0.000    0.000    0.000 manager.py:11(ensure_default_manager)
        1    0.000    0.000    0.001    0.001 manager.py:123(_get_queryset_methods)
       37    0.000    0.000    0.000    0.000 manager.py:125(create_method)
        2    0.000    0.000    0.000    0.000 manager.py:126(manager_method)
        1    0.000    0.000    0.001    0.001 manager.py:147(from_queryset)
       17    0.000    0.000    0.000    0.000 manager.py:157(contribute_to_class)
       19    0.000    0.000    0.000    0.000 manager.py:179(_set_creation_counter)
        1    0.000    0.000    0.000    0.000 manager.py:187(_copy_to_model)
        2    0.000    0.000    0.000    0.000 manager.py:214(get_queryset)
        1    0.000    0.000    0.000    0.000 manager.py:240(Manager)
        1    0.000    0.000    0.000    0.000 manager.py:244(ManagerDescriptor)
       16    0.000    0.000    0.000    0.000 manager.py:247(__init__)
       17    0.000    0.000    0.000    0.000 manager.py:25(<genexpr>)
        4    0.000    0.000    0.000    0.000 manager.py:250(__get__)
        1    0.000    0.000    0.000    0.000 manager.py:256(AbstractManagerDescriptor)
        1    0.000    0.000    0.000    0.000 manager.py:259(__init__)
        1    0.000    0.000    0.000    0.000 manager.py:262(__get__)
        1    0.000    0.000    0.000    0.000 manager.py:268(SwappedManagerDescriptor)
        1    0.000    0.000    0.000    0.000 manager.py:280(EmptyManager)
        2    0.000    0.000    0.000    0.000 manager.py:281(__init__)
        1    0.000    0.000    0.000    0.000 manager.py:53(BaseManager)
       19    0.000    0.000    0.000    0.000 manager.py:62(__new__)
       18    0.000    0.000    0.000    0.000 manager.py:68(__init__)
        1    0.000    0.000    0.013    0.013 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1130(EmailMessage)
        1    0.000    0.000    0.000    0.000 message.py:126(MIMEMixin)
        1    0.000    0.000    0.000    0.000 message.py:14(MIMEMessage)
        1    0.000    0.000    0.000    0.000 message.py:160(SafeMIMEMessage)
        1    0.000    0.000    0.000    0.000 message.py:168(SafeMIMEText)
        1    0.000    0.000    0.000    0.000 message.py:197(SafeMIMEMultipart)
        1    0.000    0.000    0.000    0.000 message.py:208(EmailMessage)
        1    0.000    0.000    0.000    0.000 message.py:34(BadHeaderError)
        1    0.000    0.000    0.000    0.000 message.py:397(EmailMultiAlternatives)
        2    0.000    0.000    0.002    0.001 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:933(MIMEPart)
        1    0.000    0.000    0.000    0.000 messages.py:14(CheckMessage)
       19    0.000    0.000    0.000    0.000 messages.py:17(__init__)
        1    0.000    0.000    0.000    0.000 messages.py:2(<module>)
        1    0.000    0.000    0.000    0.000 messages.py:61(Debug)
        1    0.000    0.000    0.000    0.000 messages.py:66(Info)
        1    0.000    0.000    0.000    0.000 messages.py:71(Warning)
       19    0.000    0.000    0.000    0.000 messages.py:72(__init__)
        1    0.000    0.000    0.000    0.000 messages.py:76(Error)
        1    0.000    0.000    0.000    0.000 messages.py:81(Critical)
        1    0.000    0.000    0.000    0.000 migration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 migration.py:166(SwappableTuple)
        1    0.000    0.000    0.000    0.000 migration.py:43(IrreversibleError)
        1    0.000    0.000    0.000    0.000 migration.py:7(Migration)
        1    0.000    0.000    0.003    0.003 mimetypes.py:194(read)
        1    0.002    0.002    0.003    0.003 mimetypes.py:205(readfp)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.004    0.004 mimetypes.py:341(init)
        1    0.000    0.000    0.000    0.000 mimetypes.py:372(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(__init__)
      673    0.001    0.000    0.001    0.000 mimetypes.py:78(add_type)
        1    0.000    0.000    0.000    0.000 model_checks.py:2(<module>)
        6    0.000    0.000    0.027    0.004 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1045(InlineForeignKeyField)
        1    0.000    0.000    0.000    0.000 models.py:1086(ModelChoiceIterator)
        2    0.000    0.000    0.000    0.000 models.py:1087(__init__)
        1    0.000    0.000    0.000    0.000 models.py:11(CreateModel)
        1    0.000    0.000    0.000    0.000 models.py:1113(ModelChoiceField)
        2    0.000    0.000    0.000    0.000 models.py:1122(__init__)
        2    0.000    0.000    0.000    0.000 models.py:1164(_get_queryset)
        2    0.000    0.000    0.000    0.000 models.py:1167(_set_queryset)
        2    0.000    0.000    0.000    0.000 models.py:1183(_get_choices)
        1    0.000    0.000    0.000    0.000 models.py:121(Meta)
        1    0.000    0.000    0.000    0.000 models.py:1227(ModelMultipleChoiceField)
        2    0.000    0.000    0.000    0.000 models.py:1238(__init__)
        1    0.000    0.000    0.000    0.000 models.py:129(RenameModel)
        1    0.000    0.000    0.000    0.000 models.py:13(ContentTypeManager)
        1    0.000    0.000    0.000    0.000 models.py:132(BaseUserManager)
        2    0.000    0.000    0.002    0.001 models.py:157(fields_for_model)
        1    0.000    0.000    0.000    0.000 models.py:158(ContentType)
        1    0.000    0.000    0.000    0.000 models.py:16(LogEntryManager)
        1    0.000    0.000    0.000    0.000 models.py:164(Meta)
        1    0.000    0.000    0.000    0.000 models.py:165(UserManager)
        2    0.000    0.000    0.000    0.000 models.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:194(AbstractBaseUser)
        1    0.000    0.000    0.000    0.000 models.py:203(Meta)
        1    0.000    0.000    0.000    0.000 models.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:231(ModelFormOptions)
        2    0.000    0.000    0.000    0.000 models.py:232(__init__)
        1    0.000    0.000    0.000    0.000 models.py:243(ModelFormMetaclass)
        3    0.000    0.000    0.002    0.001 models.py:244(__new__)
        1    0.000    0.000    0.000    0.000 models.py:26(Session)
        1    0.000    0.000    0.000    0.000 models.py:264(AlterModelTable)
        1    0.000    0.000    0.001    0.001 models.py:27(LogEntry)
        2    0.000    0.000    0.000    0.000 models.py:288(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:30(PermissionManager)
        1    0.000    0.000    0.000    0.000 models.py:303(PermissionsMixin)
        1    0.000    0.000    0.000    0.000 models.py:307(BaseModelForm)
        1    0.000    0.000    0.000    0.000 models.py:320(AlterUniqueTogether)
        1    0.000    0.000    0.000    0.000 models.py:321(Meta)
        1    0.000    0.000    0.000    0.000 models.py:372(AlterIndexTogether)
        1    0.000    0.000    0.001    0.001 models.py:378(AbstractUser)
        1    0.000    0.000    0.000    0.000 models.py:39(Meta)
        1    0.000    0.000    0.001    0.001 models.py:4(<module>)
        1    0.000    0.000    0.000    0.000 models.py:40(Permission)
        1    0.000    0.000    0.000    0.000 models.py:413(Meta)
        1    0.000    0.000    0.000    0.000 models.py:424(AlterOrderWithRespectTo)
        1    0.000    0.000    0.000    0.000 models.py:436(User)
        1    0.000    0.000    0.000    0.000 models.py:443(Meta)
        1    0.000    0.000    0.000    0.000 models.py:447(AnonymousUser)
        1    0.000    0.000    0.000    0.000 models.py:468(ModelForm)
        1    0.000    0.000    0.000    0.000 models.py:481(AlterModelOptions)
        1    0.000    0.000    0.000    0.000 models.py:50(Meta)
        1    0.000    0.000    0.000    0.000 models.py:541(AlterModelManagers)
        1    0.000    0.000    0.000    0.000 models.py:550(BaseModelFormSet)
        1    0.000    0.000    0.000    0.000 models.py:69(Meta)
        1    0.000    0.000    0.000    0.000 models.py:8(SessionManager)
        1    0.000    0.000    0.000    0.000 models.py:848(BaseInlineFormSet)
        1    0.000    0.000    0.000    0.000 models.py:87(DeleteModel)
        1    0.000    0.000    0.000    0.000 models.py:87(GroupManager)
        1    0.000    0.000    0.000    0.000 models.py:97(Group)
        1    0.000    0.000    0.000    0.000 module_loading.py:15(import_string)
        1    0.000    0.000    0.000    0.000 module_loading.py:2(<module>)
        1    0.000    0.000    0.009    0.009 module_loading.py:54(autodiscover_modules)
       11    0.000    0.000    0.001    0.000 module_loading.py:96(module_has_submodule)
        1    0.000    0.000    0.000    0.000 move.py:6(<module>)
        1    0.000    0.000    0.000    0.000 multipart.py:13(MIMEMultipart)
        1    0.000    0.000    0.000    0.000 multipart.py:5(<module>)
        1    0.000    0.000    0.000    0.000 multipartparser.py:28(MultiPartParserError)
        1    0.000    0.000    0.000    0.000 multipartparser.py:290(LazyStream)
        1    0.000    0.000    0.000    0.000 multipartparser.py:32(InputStreamExhausted)
        1    0.000    0.000    0.000    0.000 multipartparser.py:402(ChunkIter)
        1    0.000    0.000    0.000    0.000 multipartparser.py:426(InterBoundaryIter)
        1    0.000    0.000    0.000    0.000 multipartparser.py:444(BoundaryIter)
        1    0.000    0.000    0.000    0.000 multipartparser.py:45(MultiPartParser)
        1    0.000    0.000    0.014    0.014 multipartparser.py:6(<module>)
        1    0.000    0.000    0.000    0.000 multipartparser.py:619(Parser)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:14(MIMENonMultipart)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numberformat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:152(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:272(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:299(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
      101    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:45(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        2    0.000    0.000    0.001    0.001 operations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operations.py:14(BaseDatabaseOperations)
        9    0.000    0.000    0.000    0.000 operations.py:237(max_name_length)
        1    0.000    0.000    0.000    0.000 operations.py:24(DatabaseOperations)
        1    0.000    0.000    0.000    0.000 operations.py:32(__init__)
        2    0.000    0.000    0.008    0.004 options.py:1(<module>)
        2    0.000    0.000    0.000    0.000 options.py:134(check)
        2    0.000    0.000    0.000    0.000 options.py:152(__init__)
        1    0.000    0.000    0.000    0.000 options.py:1817(InlineModelAdmin)
        3    0.000    0.000    0.000    0.000 options.py:183(abstract_managers)
        3    0.000    0.000    0.000    0.000 options.py:186(<listcomp>)
       13    0.000    0.000    0.012    0.001 options.py:197(contribute_to_class)
        1    0.000    0.000    0.000    0.000 options.py:1993(StackedInline)
        1    0.000    0.000    0.000    0.000 options.py:1997(TabularInline)
       10    0.000    0.000    0.001    0.000 options.py:252(_prepare)
       64    0.000    0.000    0.001    0.000 options.py:289(add_field)
       57    0.000    0.000    0.000    0.000 options.py:319(setup_pk)
       37    0.000    0.000    0.000    0.000 options.py:349(swapped)
        7    0.000    0.000    0.000    0.000 options.py:375(fields)
       37    0.000    0.000    0.000    0.000 options.py:392(<lambda>)
       35    0.000    0.000    0.000    0.000 options.py:393(<lambda>)
       35    0.000    0.000    0.000    0.000 options.py:394(<lambda>)
       42    0.000    0.000    0.000    0.000 options.py:399(<genexpr>)
        1    0.000    0.000    0.000    0.000 options.py:404(concrete_fields)
       12    0.000    0.000    0.000    0.000 options.py:414(<genexpr>)
        1    0.000    0.000    0.000    0.000 options.py:42(raise_deprecation)
        9    0.000    0.000    0.000    0.000 options.py:43(__init__)
        1    0.000    0.000    0.000    0.000 options.py:438(many_to_many)
        3    0.000    0.000    0.000    0.000 options.py:449(<genexpr>)
        9    0.000    0.000    0.000    0.000 options.py:46(__call__)
        2    0.000    0.000    0.000    0.000 options.py:475(_forward_fields_map)
       26    0.000    0.000    0.000    0.000 options.py:505(get_field)
        1    0.000    0.000    0.000    0.000 options.py:547(ModelAdmin)
        2    0.000    0.000    0.000    0.000 options.py:587(__init__)
       26    0.000    0.000    0.000    0.000 options.py:60(normalize_together)
       79    0.000    0.000    0.001    0.000 options.py:711(_expire_cache)
        1    0.000    0.000    0.000    0.000 options.py:72(IncorrectLookupParameters)
       10    0.000    0.000    0.000    0.000 options.py:742(_get_fields)
       10    0.000    0.000    0.000    0.000 options.py:75(<genexpr>)
       48    0.000    0.000    0.000    0.000 options.py:811(<genexpr>)
       17    0.000    0.000    0.000    0.000 options.py:82(make_immutable_fields_list)
        8    0.000    0.000    0.000    0.000 options.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 options.py:86(Options)
       13    0.000    0.000    0.000    0.000 options.py:92(__init__)
        1    0.000    0.000    0.000    0.000 options.py:98(BaseModelAdmin)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
      157    0.000    0.000    0.000    0.000 os.py:626(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:634(__setitem__)
      130    0.000    0.000    0.000    0.000 os.py:649(__iter__)
        1    0.000    0.000    0.000    0.000 os.py:661(copy)
        1    0.000    0.000    0.000    0.000 os.py:664(setdefault)
      161    0.000    0.000    0.000    0.000 os.py:702(encode)
      264    0.000    0.000    0.000    0.000 os.py:706(decode)
        6    0.000    0.000    0.000    0.000 os.py:757(fsencode)
        1    0.000    0.000    0.000    0.000 os.py:770(fsdecode)
        1    0.000    0.000  355.242  355.242 os.py:800(_spawnvef) --------------------------------------------------------------------------
        1    0.000    0.000  355.242  355.242 os.py:836(spawnve) ------------------------------------------------------------------------
        1    0.000    0.000    0.000    0.000 paginator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 paginator.py:106(Page)
        1    0.000    0.000    0.000    0.000 paginator.py:11(PageNotAnInteger)
        1    0.000    0.000    0.000    0.000 paginator.py:15(EmptyPage)
        1    0.000    0.000    0.000    0.000 paginator.py:19(Paginator)
        1    0.000    0.000    0.000    0.000 paginator.py:7(InvalidPage)
        1    0.000    0.000    0.000    0.000 parse.py:115(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:123(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:131(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:163(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:235(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:243(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:248(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:254(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:262(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:267(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:273(_fix_result_transcoding)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:630(Quoter)
        1    0.000    0.000    0.008    0.008 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:102(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:125(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.001    0.001 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:82(HTMLParseError)
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:219(_Unframer)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:346(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:63(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:67(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:74(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:972(_Unpickler)
       46    0.000    0.000    0.002    0.000 pkgutil.py:104(iter_modules)
        4    0.000    0.000    0.000    0.000 pkgutil.py:128(iter_importer_modules)
       42    0.000    0.000    0.001    0.000 pkgutil.py:136(_iter_file_finder_modules)
        8    0.000    0.000    0.000    0.000 pkgutil.py:397(get_importer)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1230(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1330(python_implementation)
